"","Cause_of_Death","Genotype","age","strain"
"425","Sacrificed","fl/+; Tg/+",342,"Muscle TSC1"
"426","Sacrificed","fl/+; +/+",342,"Muscle TSC1"
"427","Sacrificed","fl/+; +/+",369,"Muscle TSC1"
"428","Sacrificed","fl/+; Tg/+",342,"Muscle TSC1"
"429","Sacrificed","fl/+; +/+",369,"Muscle TSC1"
"430","Sacrificed","fl/+; +/+",369,"Muscle TSC1"
"431","Sacrificed","fl/+; +/+",179,"Muscle TSC1"
"432","Sacrificed","fl/+; Tg/+",179,"Muscle TSC1"
"433","Sacrificed","fl/+; +/+",369,"Muscle TSC1"
"434","Sacrificed","fl/+; +/+",45,"Muscle TSC1"
"435","Sacrificed","N.D.",45,"Muscle TSC1"
"436","Sacrificed","fl/+; +/+",45,"Muscle TSC1"
"437","Sacrificed","fl/+; +/+",369,"Muscle TSC1"
"438","Sacrificed","fl/+; Tg/+",45,"Muscle TSC1"
"439","Sacrificed","fl/+; +/+",342,"Muscle TSC1"
"440","Sacrificed","fl/+; Tg/+",369,"Muscle TSC1"
"441","Sacrificed","fl/+; +/+",109,"Muscle TSC1"
"442","Sacrificed","fl/+; Tg/+",369,"Muscle TSC1"
"443","Sacrificed","fl/+; Tg/+",179,"Muscle TSC1"
"444","Sacrificed","fl/+; +/+",275,"Muscle TSC1"
"445","Sacrificed","fl/+; +/+",179,"Muscle TSC1"
"446","Sacrificed","fl/+; +/+",109,"Muscle TSC1"
"447","Sacrificed","fl/+; Tg/+",369,"Muscle TSC1"
"448","Sacrificed","+/+",275,"Muscle TSC1"
"449","Sacrificed","fl/+; +/+",275,"Muscle TSC1"
"450","Sacrificed","fl/+; Tg/+",369,"Muscle TSC1"
"451","Sacrificed","fl/+; Tg/+",369,"Muscle TSC1"
"452","Sacrificed","fl/+; +/+",342,"Muscle TSC1"
"453","Sacrificed","fl/+; Tg/+",369,"Muscle TSC1"
"454","Sacrificed","fl/+; Tg/+",45,"Muscle TSC1"
"455","Sacrificed","fl/+; +/+",342,"Muscle TSC1"
"456","Sacrificed","fl/+; +/+",109,"Muscle TSC1"
"457","Sacrificed","N.D.",44,"Muscle TSC1"
"458","Sacrificed","N.D.",108,"Muscle TSC1"
"459","Sacrificed","N.D.",108,"Muscle TSC1"
"460","Sacrificed","fl/+; Tg/+",104,"Muscle TSC1"
"461","Sacrificed","fl/+; Tg/+",104,"Muscle TSC1"
"462","Sacrificed","fl/+; Tg/+",104,"Muscle TSC1"
"463","Sacrificed","fl/+; Tg/+",364,"Muscle TSC1"
"464","Sacrificed","N.D.",91,"Muscle TSC1"
"465","Sacrificed","fl/+; Tg/+",121,"Muscle TSC1"
"466","","N.D.",23,"Muscle TSC1"
"467","Sacrificed","N.D.",91,"Muscle TSC1"
"468","Sacrificed","N.D.",91,"Muscle TSC1"
"469","Sacrificed","N.D.",91,"Muscle TSC1"
"470","Sacrificed","+/+; +/+",30,"Muscle TSC1"
"471","Sacrificed","fl/+; Tg/+",161,"Muscle TSC1"
"472","Sacrificed","fl/+; Tg/+",161,"Muscle TSC1"
"473","Sacrificed","N.D.",23,"Muscle TSC1"
"474","Sacrificed","N.D.",23,"Muscle TSC1"
"475","Sacrificed","N.D.",23,"Muscle TSC1"
"476","Sacrificed","N.D.",23,"Muscle TSC1"
"477","Sacrificed","N.D.",23,"Muscle TSC1"
"478","Sacrificed","N.D.",21,"Muscle TSC1"
"479","Sacrificed","N.D.",21,"Muscle TSC1"
"480","Sacrificed","N.D.",21,"Muscle TSC1"
"481","Sacrificed","N.D.",21,"Muscle TSC1"
"482","Sacrificed","N.D.",21,"Muscle TSC1"
"483","Sacrificed","N.D.",21,"Muscle TSC1"
"484","Sacrificed","N.D.",21,"Muscle TSC1"
"485","Sacrificed","N.D.",21,"Muscle TSC1"
"486","Sacrificed","+/+",24,"Muscle TSC1"
"487","Sacrificed","+/+; +/+",24,"Muscle TSC1"
"488","Sacrificed","fl/+; Tg/+",345,"Muscle TSC1"
"489","Sacrificed","fl/+; Tg/+",345,"Muscle TSC1"
"490","Sacrificed","fl/+; +/+",345,"Muscle TSC1"
"491","Sacrificed","fl/+; +/+",345,"Muscle TSC1"
"492","Sacrificed","fl/+; +/+",24,"Muscle TSC1"
"493","Sacrificed","N.D.",85,"Muscle TSC1"
"494","Sacrificed","N.D.",85,"Muscle TSC1"
"495","Sacrificed","N.D.",85,"Muscle TSC1"
"496","Sacrificed","N.D.",85,"Muscle TSC1"
"497","Sacrificed","N.D.",85,"Muscle TSC1"
"498","Sacrificed","N.D.",85,"Muscle TSC1"
"499","Sacrificed","N.D.",85,"Muscle TSC1"
"500","Sacrificed","N.D.",85,"Muscle TSC1"
"501","Sacrificed","N.D.",85,"Muscle TSC1"
"502","Sacrificed","N.D.",85,"Muscle TSC1"
"503","Sacrificed","N.D.",85,"Muscle TSC1"
"504","Sacrificed","N.D.",21,"Muscle TSC1"
"505","Sacrificed","N.D.",21,"Muscle TSC1"
"506","Sacrificed","N.D.",21,"Muscle TSC1"
"507","Sacrificed","N.D.",21,"Muscle TSC1"
"508","Sacrificed","N.D.",22,"Muscle TSC1"
"509","Sacrificed","N.D.",22,"Muscle TSC1"
"510","Sacrificed","N.D.",22,"Muscle TSC1"
"511","Sacrificed","N.D.",22,"Muscle TSC1"
"512","Sacrificed","N.D.",22,"Muscle TSC1"
"513","Sacrificed","N.D.",22,"Muscle TSC1"
"514","Sacrificed","N.D.",22,"Muscle TSC1"
"515","Sacrificed","N.D.",22,"Muscle TSC1"
"516","Sacrificed","N.D.",22,"Muscle TSC1"
"517","Sacrificed","N.D.",22,"Muscle TSC1"
"518","Sacrificed","N.D.",22,"Muscle TSC1"
"519","Sacrificed","N.D.",22,"Muscle TSC1"
"520","Sacrificed","N.D.",22,"Muscle TSC1"
"521","Sacrificed","N.D.",22,"Muscle TSC1"
"522","Sacrificed","N.D.",22,"Muscle TSC1"
"523","Estimated","fl/fl; +/+",308,"Muscle TSC1"
"524","Estimated","N.D.",308,"Muscle TSC1"
"525","Estimated","N.D.",308,"Muscle TSC1"
"526","Sacrificed","N.D.",43,"Muscle TSC1"
"527","Sacrificed","N.D.",43,"Muscle TSC1"
"528","Sacrificed","N.D.",22,"Muscle TSC1"
"529","Sacrificed","N.D.",22,"Muscle TSC1"
"530","Sacrificed","fl/+; +/+",21,"Muscle TSC1"
"531","Sacrificed","fl/fl; Tg/+",112,"Muscle TSC1"
"532","Estimated","+/+; Tg/+",306,"Muscle TSC1"
"533","Sacrificed","fl/fl; +/+",112,"Muscle TSC1"
"534","Sacrificed","+/+; Tg/+",112,"Muscle TSC1"
"535","Sacrificed","N.D.",21,"Muscle TSC1"
"536","Sacrificed","N.D.",21,"Muscle TSC1"
"537","Sacrificed","N.D.",21,"Muscle TSC1"
"538","Sacrificed","N.D.",21,"Muscle TSC1"
"539","Sacrificed","N.D.",21,"Muscle TSC1"
"540","Sacrificed","+/+; +/+",112,"Muscle TSC1"
"541","Sacrificed","fl/fl; +/+",112,"Muscle TSC1"
"542","Sacrificed","+/+; +/+",112,"Muscle TSC1"
"543","Sacrificed","fl/+; +/+",21,"Muscle TSC1"
"544","Sacrificed","fl/fl; +/+",112,"Muscle TSC1"
"545","Sacrificed","fl/+; +/+",21,"Muscle TSC1"
"546","Sacrificed","N.D.",112,"Muscle TSC1"
"547","Sacrificed","N.D.",112,"Muscle TSC1"
"548","Sacrificed","N.D.",112,"Muscle TSC1"
"549","Unknown","+/+; Tg/+",935,"Muscle TSC1"
"550","Unknown","+/+; +/+",938,"Muscle TSC1"
"551","Unknown","fl/fl; +/+",936,"Muscle TSC1"
"552","Unknown","N.D.",936,"Muscle TSC1"
"553","Sacrificed","N.D.",20,"Muscle TSC1"
"554","Sacrificed","fl/+; +/+",42,"Muscle TSC1"
"555","Sacrificed","fl/+; Tg/+",42,"Muscle TSC1"
"556","Estimated","+/+; Tg/+",171,"Muscle TSC1"
"557","","+/+",1490,"Muscle TSC1"
"558","Sacrificed","fl/+; +/+",42,"Muscle TSC1"
"559","","N.D.",11,"Muscle TSC1"
"560","Sacrificed","fl/fl; +/+",41,"Muscle TSC1"
"561","Sacrificed","fl/fl; Tg/+",41,"Muscle TSC1"
"562","Sacrificed","fl/fl; +/+",41,"Muscle TSC1"
"563","Sacrificed","+/+; Tg/+",20,"Muscle TSC1"
"564","Sacrificed","N.D.",40,"Muscle TSC1"
"565","Sacrificed","N.D.",40,"Muscle TSC1"
"566","","N.D.",24,"Muscle TSC1"
"567","","N.D.",24,"Muscle TSC1"
"568","Sacrificed","fl/+; Tg/+",33,"Muscle TSC1"
"569","Unknown","+/+; Tg/+",773,"Muscle TSC1"
"570","Estimated","+/+; +/+",973,"Muscle TSC1"
"571","","N.D.",19,"Muscle TSC1"
"572","","N.D.",19,"Muscle TSC1"
"573","","N.D.",22,"Muscle TSC1"
"574","","fl/+; Tg/+",1486,"Muscle TSC1"
"575","Estimated","fl/fl; +/+",1263,"Muscle TSC1"
"576","","N.D.",22,"Muscle TSC1"
"577","","N.D.",22,"Muscle TSC1"
"578","","N.D.",22,"Muscle TSC1"
"579","Sacrificed","N.D.",16,"Muscle TSC1"
"580","Sacrificed","N.D.",16,"Muscle TSC1"
"581","Sacrificed","N.D.",16,"Muscle TSC1"
"582","Sacrificed","N.D.",16,"Muscle TSC1"
"583","Sacrificed","N.D.",16,"Muscle TSC1"
"584","Sacrificed","N.D.",15,"Muscle TSC1"
"585","Sacrificed","N.D.",15,"Muscle TSC1"
"586","Sacrificed","N.D.",22,"Muscle TSC1"
"587","Sacrificed","N.D.",36,"Muscle TSC1"
"588","Sacrificed","N.D.",36,"Muscle TSC1"
"589","Sacrificed","fl/fl; +/+",36,"Muscle TSC1"
"590","Sacrificed","N.D.",30,"Muscle TSC1"
"591","Sacrificed","N.D.",30,"Muscle TSC1"
"592","Sacrificed","N.D.",30,"Muscle TSC1"
"593","Sacrificed","+/+; +/+",100,"Muscle TSC1"
"594","Sacrificed","+/+; Tg/+",100,"Muscle TSC1"
"595","Sacrificed","+/+; Tg/+",100,"Muscle TSC1"
"596","Sacrificed","+/+; +/+",100,"Muscle TSC1"
"597","","N.D.",22,"Muscle TSC1"
"598","","N.D.",22,"Muscle TSC1"
"599","","N.D.",22,"Muscle TSC1"
"600","","N.D.",22,"Muscle TSC1"
"601","","N.D.",22,"Muscle TSC1"
"602","","N.D.",22,"Muscle TSC1"
"603","Sacrificed","N.D.",98,"Muscle TSC1"
"604","Estimated","fl/fl; +/+",158,"Muscle TSC1"
"605","Estimated","fl/fl; +/+",158,"Muscle TSC1"
"606","Estimated","fl/fl; +/+",158,"Muscle TSC1"
"607","","fl/+; Tg/+",1477,"Muscle TSC1"
"608","Sacrificed","N.D.",26,"Muscle TSC1"
"609","Sacrificed","N.D.",26,"Muscle TSC1"
"610","Estimated","fl/fl; +/+",283,"Muscle TSC1"
"611","Sacrificed","fl/+; Tg/+",24,"Muscle TSC1"
"612","Unknown","+/+; +/+",857,"Muscle TSC1"
"613","Sacrificed","fl/+; +/+",24,"Muscle TSC1"
"614","Sacrificed","N.D.",24,"Muscle TSC1"
"615","Estimated","+/+; +/+",954,"Muscle TSC1"
"616","Sacrificed","fl/+; +/+",22,"Muscle TSC1"
"617","Estimated","fl/fl; +/+",954,"Muscle TSC1"
"618","Sacrificed","N.D.",22,"Muscle TSC1"
"619","Sacrificed","N.D.",22,"Muscle TSC1"
"620","Sacrificed","N.D.",22,"Muscle TSC1"
"621","Sacrificed","N.D.",22,"Muscle TSC1"
"622","Estimated","fl/fl; +/+",954,"Muscle TSC1"
"623","Unknown","+/+; +/+",678,"Muscle TSC1"
"624","Unknown","fl/fl; Tg/+",281,"Muscle TSC1"
"625","Sacrificed","N.D.",22,"Muscle TSC1"
"626","Sacrificed","N.D.",22,"Muscle TSC1"
"627","Sacrificed","N.D.",22,"Muscle TSC1"
"628","Sacrificed","N.D.",22,"Muscle TSC1"
"629","Sacrificed","N.D.",22,"Muscle TSC1"
"630","Estimated","+/+; +/+",1246,"Muscle TSC1"
"631","Estimated","+/+; +/+",1246,"Muscle TSC1"
"632","Estimated","fl/fl; +/+",1246,"Muscle TSC1"
"633","Sacrificed","N.D.",21,"Muscle TSC1"
"634","Sacrificed","N.D.",21,"Muscle TSC1"
"635","Sacrificed","N.D.",21,"Muscle TSC1"
"636","Sacrificed","N.D.",21,"Muscle TSC1"
"637","Estimated","+/+; +/+",283,"Muscle TSC1"
"638","Sacrificed","fl/+; +/+",89,"Muscle TSC1"
"639","Sacrificed","fl/+; +/+",89,"Muscle TSC1"
"640","Estimated","+/+; +/+",283,"Muscle TSC1"
"641","Estimated","+/+; +/+",283,"Muscle TSC1"
"642","Estimated","+/+; +/+",283,"Muscle TSC1"
"643","Estimated","+/+; +/+",283,"Muscle TSC1"
"644","Sacrificed","N.D.",89,"Muscle TSC1"
"645","Sacrificed","N.D.",89,"Muscle TSC1"
"646","Sacrificed","N.D.",89,"Muscle TSC1"
"647","Sacrificed","N.D.",89,"Muscle TSC1"
"648","Sacrificed","N.D.",89,"Muscle TSC1"
"649","Sacrificed","N.D.",89,"Muscle TSC1"
"650","Sacrificed","N.D.",89,"Muscle TSC1"
"651","Estimated","fl/fl; +/+",822,"Muscle TSC1"
"652","Sacrificed","fl/+; +/+",20,"Muscle TSC1"
"653","Estimated","+/+; Tg/+",1245,"Muscle TSC1"
"654","Sacrificed","fl/+; Tg/+",20,"Muscle TSC1"
"655","Sacrificed","fl/+; +/+",20,"Muscle TSC1"
"656","Sacrificed","N.D.",20,"Muscle TSC1"
"657","Sacrificed","N.D.",20,"Muscle TSC1"
"658","Sacrificed","N.D.",20,"Muscle TSC1"
"659","Sacrificed","N.D.",20,"Muscle TSC1"
"660","Sacrificed","N.D.",20,"Muscle TSC1"
"661","Sacrificed","N.D.",20,"Muscle TSC1"
"662","Sacrificed","fl/+; Tg/+",20,"Muscle TSC1"
"663","Estimated","+/+; +/+",952,"Muscle TSC1"
"664","Sacrificed","fl/+; Tg/+",20,"Muscle TSC1"
"665","Estimated","+/+; +/+",952,"Muscle TSC1"
"666","Sacrificed","fl/+; +/+",20,"Muscle TSC1"
"667","Sacrificed","fl/+; +/+",20,"Muscle TSC1"
"668","Sacrificed","N.D.",20,"Muscle TSC1"
"669","Sacrificed","N.D.",20,"Muscle TSC1"
"670","Sacrificed","N.D.",20,"Muscle TSC1"
"671","Unknown","fl/fl; Tg/+",595,"Muscle TSC1"
"672","Sacrificed","fl/+; +/+",17,"Muscle TSC1"
"673","Estimated","fl/fl; +/+",1242,"Muscle TSC1"
"674","Sacrificed","fl/+; +/+",17,"Muscle TSC1"
"675","Sacrificed","N.D.",17,"Muscle TSC1"
"676","Sacrificed","N.D.",17,"Muscle TSC1"
"677","Sacrificed","N.D.",17,"Muscle TSC1"
"678","Sacrificed","N.D.",17,"Muscle TSC1"
"679","Sacrificed","N.D.",17,"Muscle TSC1"
"680","Sacrificed","N.D.",17,"Muscle TSC1"
"681","Unknown","fl/fl; Tg/+",452,"Muscle TSC1"
"682","Unknown","+/+; Tg/+",805,"Muscle TSC1"
"683","Estimated","+/+; +/+",364,"Muscle TSC1"
"684","","fl/+; +/+",23,"Muscle TSC1"
"685","Unknown","fl/fl; Tg/+",371,"Muscle TSC1"
"686","","N.D.",23,"Muscle TSC1"
"687","","N.D.",23,"Muscle TSC1"
"688","Unknown","fl/fl; +/+",819,"Muscle TSC1"
"689","Sacrificed","fl/+; +/+",13,"Muscle TSC1"
"690","Estimated","fl/fl; +/+",362,"Muscle TSC1"
"691","Sacrificed","N.D.",13,"Muscle TSC1"
"692","","N.D.",20,"Muscle TSC1"
"693","","N.D.",20,"Muscle TSC1"
"694","","N.D.",20,"Muscle TSC1"
"695","","N.D.",20,"Muscle TSC1"
"696","Estimated","N.D.",361,"Muscle TSC1"
"697","Estimated","fl/+; +/+",275,"Muscle TSC1"
"698","Estimated","+/+; +/+",275,"Muscle TSC1"
"699","Estimated","N.D.",271,"Muscle TSC1"
"700","Estimated","N.D.",271,"Muscle TSC1"
"701","Estimated","N.D.",271,"Muscle TSC1"
"702","Estimated","N.D.",271,"Muscle TSC1"
"703","Estimated","fl/fl; +/+",271,"Muscle TSC1"
"704","Estimated","fl/fl; +/+",271,"Muscle TSC1"
"705","Estimated","fl/fl; +/+",271,"Muscle TSC1"
"706","Estimated","N.D.",268,"Muscle TSC1"
"707","Estimated","N.D.",268,"Muscle TSC1"
"708","Estimated","N.D.",268,"Muscle TSC1"
"709","Estimated","N.D.",268,"Muscle TSC1"
"710","Estimated","N.D.",268,"Muscle TSC1"
"711","Estimated","N.D.",268,"Muscle TSC1"
"712","Estimated","N.D.",268,"Muscle TSC1"
"713","Estimated","N.D.",268,"Muscle TSC1"
"714","Estimated","N.D.",268,"Muscle TSC1"
"715","Estimated","+/+; Tg/+",1230,"Muscle TSC1"
"716","Estimated","+/+; +/+",500,"Muscle TSC1"
"717","Unknown","fl/fl; +/+",623,"Muscle TSC1"
"718","Unknown","fl/fl; Tg/+",601,"Muscle TSC1"
"719","Unknown","fl/fl; Tg/+",832,"Muscle TSC1"
"720","Estimated","N.D.",349,"Muscle TSC1"
"721","Estimated","N.D.",349,"Muscle TSC1"
"722","Sacrificed","N.D.",22,"Muscle TSC1"
"723","Sacrificed","N.D.",22,"Muscle TSC1"
"724","Estimated","N.D.",263,"Muscle TSC1"
"725","Estimated","N.D.",263,"Muscle TSC1"
"726","Estimated","N.D.",263,"Muscle TSC1"
"727","Estimated","N.D.",263,"Muscle TSC1"
"728","Estimated","N.D.",263,"Muscle TSC1"
"729","Estimated","N.D.",263,"Muscle TSC1"
"730","Estimated","N.D.",263,"Muscle TSC1"
"731","Estimated","N.D.",263,"Muscle TSC1"
"732","Estimated","N.D.",263,"Muscle TSC1"
"733","Estimated","N.D.",263,"Muscle TSC1"
"734","Estimated","+/+; +/+",932,"Muscle TSC1"
"735","Estimated","+/+; Tg/+",932,"Muscle TSC1"
"736","Estimated","fl/fl; +/+",932,"Muscle TSC1"
"737","Estimated","N.D.",263,"Muscle TSC1"
"738","","N.D.",1448,"Muscle TSC1"
"739","","N.D.",1448,"Muscle TSC1"
"740","","N.D.",1448,"Muscle TSC1"
"741","","N.D.",1448,"Muscle TSC1"
"742","Sacrificed","N.D.",22,"Muscle TSC1"
"743","Sacrificed","N.D.",22,"Muscle TSC1"
"744","Sacrificed","N.D.",22,"Muscle TSC1"
"745","Sacrificed","N.D.",22,"Muscle TSC1"
"746","Sacrificed","N.D.",22,"Muscle TSC1"
"747","Sacrificed","N.D.",22,"Muscle TSC1"
"748","Sacrificed","N.D.",22,"Muscle TSC1"
"749","Sacrificed","N.D.",22,"Muscle TSC1"
"750","Sacrificed","N.D.",22,"Muscle TSC1"
"751","Sacrificed","N.D.",22,"Muscle TSC1"
"752","Sacrificed","N.D.",22,"Muscle TSC1"
"753","Sacrificed","N.D.",22,"Muscle TSC1"
"754","Sacrificed","N.D.",66,"Muscle TSC1"
"755","Sacrificed","N.D.",66,"Muscle TSC1"
"756","Sacrificed","N.D.",66,"Muscle TSC1"
"757","Sacrificed","N.D.",66,"Muscle TSC1"
"758","Sacrificed","N.D.",66,"Muscle TSC1"
"759","Sacrificed","N.D.",66,"Muscle TSC1"
"760","Sacrificed","N.D.",66,"Muscle TSC1"
"761","Estimated","N.D.",259,"Muscle TSC1"
"762","Estimated","N.D.",259,"Muscle TSC1"
"763","Estimated","N.D.",259,"Muscle TSC1"
"764","Estimated","N.D.",259,"Muscle TSC1"
"765","Estimated","N.D.",259,"Muscle TSC1"
"766","Estimated","N.D.",259,"Muscle TSC1"
"767","Estimated","N.D.",259,"Muscle TSC1"
"768","Estimated","N.D.",259,"Muscle TSC1"
"769","Estimated","N.D.",259,"Muscle TSC1"
"770","Estimated","N.D.",259,"Muscle TSC1"
"771","Sacrificed","N.D.",23,"Muscle TSC1"
"772","Sacrificed","N.D.",23,"Muscle TSC1"
"773","Unknown","fl/fl; +/+",886,"Muscle TSC1"
"774","Estimated","fl/fl; +/+",1220,"Muscle TSC1"
"775","Unknown","fl/fl; +/+",596,"Muscle TSC1"
"776","Unknown","fl/fl; +/+",894,"Muscle TSC1"
"777","Estimated","N.D.",258,"Muscle TSC1"
"778","Estimated","N.D.",258,"Muscle TSC1"
"779","Estimated","N.D.",258,"Muscle TSC1"
"780","Estimated","+/+; +/+",338,"Muscle TSC1"
"781","Unknown","+/+; +/+",665,"Muscle TSC1"
"782","Estimated","fl/fl; +/+",1214,"Muscle TSC1"
"783","Unknown","+/+; +/+",885,"Muscle TSC1"
"784","Estimated","+/+; +/+",1214,"Muscle TSC1"
"785","","fl/+; +/+",21,"Muscle TSC1"
"786","","N.D.",21,"Muscle TSC1"
"787","","N.D.",21,"Muscle TSC1"
"788","","N.D.",27,"Muscle TSC1"
"789","","N.D.",27,"Muscle TSC1"
"790","","N.D.",27,"Muscle TSC1"
"791","","N.D.",27,"Muscle TSC1"
"792","","N.D.",27,"Muscle TSC1"
"793","","N.D.",27,"Muscle TSC1"
"794","","N.D.",27,"Muscle TSC1"
"795","","N.D.",27,"Muscle TSC1"
"796","","N.D.",27,"Muscle TSC1"
"797","","N.D.",27,"Muscle TSC1"
"798","","N.D.",27,"Muscle TSC1"
"799","","N.D.",27,"Muscle TSC1"
"800","Unknown","N.D.",297,"Muscle TSC1"
"801","Unknown","fl/fl; +/+",879,"Muscle TSC1"
"802","Estimated","fl/fl; +/+",918,"Muscle TSC1"
"803","Estimated","fl/+; +/+",918,"Muscle TSC1"
"804","Sacrificed","N.D.",124,"Muscle TSC1"
"805","Estimated","N.D.",249,"Muscle TSC1"
"806","Estimated","N.D.",249,"Muscle TSC1"
"807","Estimated","N.D.",249,"Muscle TSC1"
"808","Estimated","N.D.",249,"Muscle TSC1"
"809","Estimated","N.D.",249,"Muscle TSC1"
"810","Unknown","+/+; Tg/+",452,"Muscle TSC1"
"811","Estimated","fl/fl; +/+",888,"Muscle TSC1"
"812","Estimated","+/+; Tg/+",1211,"Muscle TSC1"
"813","Unknown","+/+; +/+",642,"Muscle TSC1"
"814","","fl/+; Tg/+",20,"Muscle TSC1"
"815","","fl/+; +/+",20,"Muscle TSC1"
"816","Estimated","+/+; +/+",1211,"Muscle TSC1"
"817","Sacrificed","N.D.",20,"Muscle TSC1"
"818","Sacrificed","N.D.",20,"Muscle TSC1"
"819","Sacrificed","N.D.",20,"Muscle TSC1"
"820","Sacrificed","N.D.",20,"Muscle TSC1"
"821","Estimated","N.D.",249,"Muscle TSC1"
"822","Estimated","N.D.",249,"Muscle TSC1"
"823","Estimated","N.D.",249,"Muscle TSC1"
"824","Estimated","N.D.",249,"Muscle TSC1"
"825","Estimated","N.D.",249,"Muscle TSC1"
"826","Estimated","N.D.",249,"Muscle TSC1"
"827","Estimated","N.D.",249,"Muscle TSC1"
"828","Estimated","N.D.",249,"Muscle TSC1"
"829","Estimated","N.D.",249,"Muscle TSC1"
"830","","N.D.",26,"Muscle TSC1"
"831","","N.D.",26,"Muscle TSC1"
"832","","N.D.",26,"Muscle TSC1"
"833","","N.D.",26,"Muscle TSC1"
"834","Estimated","N.D.",245,"Muscle TSC1"
"835","Estimated","N.D.",245,"Muscle TSC1"
"836","Estimated","N.D.",245,"Muscle TSC1"
"837","Estimated","N.D.",245,"Muscle TSC1"
"838","Estimated","N.D.",245,"Muscle TSC1"
"839","Estimated","N.D.",245,"Muscle TSC1"
"840","Estimated","N.D.",245,"Muscle TSC1"
"841","Estimated","N.D.",245,"Muscle TSC1"
"842","Estimated","N.D.",245,"Muscle TSC1"
"843","Estimated","N.D.",245,"Muscle TSC1"
"844","","N.D.",21,"Muscle TSC1"
"845","","N.D.",21,"Muscle TSC1"
"846","","N.D.",21,"Muscle TSC1"
"847","","N.D.",21,"Muscle TSC1"
"848","","N.D.",21,"Muscle TSC1"
"849","","N.D.",21,"Muscle TSC1"
"850","","N.D.",21,"Muscle TSC1"
"851","","N.D.",21,"Muscle TSC1"
"852","","N.D.",21,"Muscle TSC1"
"853","","N.D.",21,"Muscle TSC1"
"854","","N.D.",21,"Muscle TSC1"
"855","","N.D.",21,"Muscle TSC1"
"856","","N.D.",21,"Muscle TSC1"
"857","","N.D.",21,"Muscle TSC1"
"858","","N.D.",21,"Muscle TSC1"
"859","","N.D.",21,"Muscle TSC1"
"860","","N.D.",21,"Muscle TSC1"
"861","","N.D.",21,"Muscle TSC1"
"862","","N.D.",21,"Muscle TSC1"
"863","","N.D.",21,"Muscle TSC1"
"864","","N.D.",21,"Muscle TSC1"
"865","","N.D.",21,"Muscle TSC1"
"866","","N.D.",21,"Muscle TSC1"
"867","","N.D.",21,"Muscle TSC1"
"868","","N.D.",21,"Muscle TSC1"
"869","","N.D.",21,"Muscle TSC1"
"870","","N.D.",21,"Muscle TSC1"
"871","","N.D.",21,"Muscle TSC1"
"872","","N.D.",21,"Muscle TSC1"
"873","","N.D.",21,"Muscle TSC1"
"874","","N.D.",21,"Muscle TSC1"
"875","Estimated","N.D.",238,"Muscle TSC1"
"876","Estimated","N.D.",238,"Muscle TSC1"
"877","Estimated","N.D.",238,"Muscle TSC1"
"878","Estimated","N.D.",238,"Muscle TSC1"
"879","Sacrificed","N.D.",84,"Muscle TSC1"
"880","Sacrificed","N.D.",84,"Muscle TSC1"
"881","Sacrificed","N.D.",84,"Muscle TSC1"
"882","Sacrificed","N.D.",84,"Muscle TSC1"
"883","","N.D.",21,"Muscle TSC1"
"884","","N.D.",21,"Muscle TSC1"
"885","","N.D.",21,"Muscle TSC1"
"886","","N.D.",21,"Muscle TSC1"
"887","","N.D.",21,"Muscle TSC1"
"888","","N.D.",21,"Muscle TSC1"
"889","","N.D.",21,"Muscle TSC1"
"890","","N.D.",21,"Muscle TSC1"
"891","","N.D.",21,"Muscle TSC1"
"892","","N.D.",21,"Muscle TSC1"
"893","","N.D.",21,"Muscle TSC1"
"894","Sacrificed","N.D.",22,"Muscle TSC1"
"895","Sacrificed","N.D.",22,"Muscle TSC1"
"896","Sacrificed","N.D.",22,"Muscle TSC1"
"897","Sacrificed","N.D.",84,"Muscle TSC1"
"898","Sacrificed","N.D.",84,"Muscle TSC1"
"899","Sacrificed","N.D.",84,"Muscle TSC1"
"900","Sacrificed","N.D.",84,"Muscle TSC1"
"901","Sacrificed","N.D.",84,"Muscle TSC1"
"902","Sacrificed","N.D.",84,"Muscle TSC1"
"903","Sacrificed","N.D.",84,"Muscle TSC1"
"904","Sacrificed","N.D.",84,"Muscle TSC1"
"905","Sacrificed","N.D.",43,"Muscle TSC1"
"906","Sacrificed","N.D.",43,"Muscle TSC1"
"907","Sacrificed","N.D.",43,"Muscle TSC1"
"908","Sacrificed","N.D.",43,"Muscle TSC1"
"909","Sacrificed","N.D.",43,"Muscle TSC1"
"910","Sacrificed","N.D.",43,"Muscle TSC1"
"911","Sacrificed","N.D.",43,"Muscle TSC1"
"912","Sacrificed","N.D.",43,"Muscle TSC1"
"913","Sacrificed","N.D.",43,"Muscle TSC1"
"914","Sacrificed","N.D.",43,"Muscle TSC1"
"915","Sacrificed","N.D.",43,"Muscle TSC1"
"916","Estimated","N.D.",236,"Muscle TSC1"
"917","Estimated","N.D.",236,"Muscle TSC1"
"918","Estimated","N.D.",236,"Muscle TSC1"
"919","Estimated","N.D.",236,"Muscle TSC1"
"920","Estimated","N.D.",236,"Muscle TSC1"
"921","Estimated","N.D.",236,"Muscle TSC1"
"922","Estimated","N.D.",236,"Muscle TSC1"
"923","Estimated","N.D.",236,"Muscle TSC1"
"924","Estimated","N.D.",236,"Muscle TSC1"
"925","Estimated","N.D.",236,"Muscle TSC1"
"926","Estimated","N.D.",235,"Muscle TSC1"
"927","Estimated","N.D.",235,"Muscle TSC1"
