"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values"
"1385",226,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",799,266,6128,"Muscle TSC1","Lean Mass","2014-11-06","fed",17851,24100
"1386",253,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",799,266,6128,"Muscle TSC1","Body Weight","2014-12-03","fed",20399,36800
"1387",253,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",799,266,6128,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20400,8130
"1388",253,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",799,266,6128,"Muscle TSC1","Lean Mass","2014-12-03","fed",20401,25270
"1389",79,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-06-12","fed",8609,25500
"1390",99,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-07-02","fed",9387,26600
"1391",99,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-07-02","fed",9491,2380
"1392",99,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-07-02","fed",9595,20770
"1393",114,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-07-17","fed",10186,28690
"1394",114,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-07-17","fed",10227,3120
"1395",114,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-07-17","fed",10259,21650
"1396",129,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-08-01","fed",10741,29450
"1397",129,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-08-01","fed",10768,4420
"1398",129,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-08-01","fed",10793,20970
"1399",141,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-08-13","fed",11911,30550
"1400",141,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-08-13","fed",11939,5330
"1401",141,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-08-13","fed",11965,21460
"1402",155,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-08-27","fed",12331,31900
"1403",155,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-08-27","fed",12340,5960
"1404",155,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-08-27","fed",12368,21710
"1405",192,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-10-03","fed",14027,34100
"1406",192,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-10-03","fed",14029,7340
"1407",192,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-10-03","fed",14030,22600
"1408",199,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-10-10","fed",15451,34200
"1409",199,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-10-10","fed",15460,7850
"1410",199,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-10-10","fed",15469,23130
"1411",199,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Grip Strength (4 Paw)","2014-10-10","fed",15478,NA
"1412",226,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-11-06","fed",17852,35000
"1413",226,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17853,7180
"1414",226,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-11-06","fed",17854,24520
"1415",253,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Body Weight","2014-12-03","fed",20402,37000
"1416",253,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20403,9810
"1417",253,FALSE,"Mixed",147242,"Sacrificed","2014-12-16","M","fl/fl; +/+",778,266,6135,"Muscle TSC1","Lean Mass","2014-12-03","fed",20404,26190
"1418",52,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-06-12","fed",8612,23000
"1419",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-07-02","fed",9364,24200
"1420",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-07-02","fed",9470,1730
"1421",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-07-02","fed",9574,19520
"1422",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-07-17","fed",10196,24850
"1423",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-07-17","fed",10218,2260
"1424",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-07-17","fed",10250,19350
"1425",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-08-01","fed",10751,25920
"1426",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-08-01","fed",10778,2810
"1427",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-08-01","fed",10803,20660
"1428",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-08-13","fed",11902,25660
"1429",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-08-13","fed",11925,2420
"1430",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-08-13","fed",11951,20400
"1431",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-08-27","fed",12322,25600
"1432",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-08-27","fed",12352,2540
"1433",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-08-27","fed",12380,19910
"1434",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-10-03","fed",13999,24600
"1435",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-10-03","fed",14000,1470
"1436",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-10-03","fed",14001,19830
"1437",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-11-06","fed",17733,26800
"1438",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17734,2490
"1439",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-11-06","fed",17735,23840
"1440",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2014-12-03","fed",20356,27900
"1441",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20357,2870
"1442",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2014-12-03","fed",20358,24650
"1443",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Body Weight","2015-01-08","fed",22523,28500
"1444",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22524,3500
"1445",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",811,268,6156,"Muscle TSC1","Lean Mass","2015-01-08","fed",22525,24570
"1446",52,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-06-12","fed",8613,25200
"1447",72,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-07-02","fed",9365,29100
"1448",72,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Total Fat Mass","2014-07-02","fed",9469,2330
"1449",72,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Lean Mass","2014-07-02","fed",9573,22380
"1450",87,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-07-17","fed",10197,30280
"1451",87,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Total Fat Mass","2014-07-17","fed",10215,2660
"1452",87,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Lean Mass","2014-07-17","fed",10247,23880
"1453",102,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-08-01","fed",10752,31520
"1454",102,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Total Fat Mass","2014-08-01","fed",10779,3230
"1455",102,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Lean Mass","2014-08-01","fed",10804,25170
"1456",114,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-08-13","fed",11905,31460
"1457",114,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Total Fat Mass","2014-08-13","fed",11922,2840
"1458",114,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Lean Mass","2014-08-13","fed",11948,24900
"1459",128,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-08-27","fed",12325,31200
"1460",128,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Total Fat Mass","2014-08-27","fed",12350,2510
"1461",128,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Lean Mass","2014-08-27","fed",12378,25070
"1462",165,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Body Weight","2014-10-03","fed",14003,31500
"1463",165,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Total Fat Mass","2014-10-03","fed",14004,2420
"1464",165,FALSE,"Mixed",145389,"Unknown","2014-10-20","M","fl/fl; Tg/+",812,182,6157,"Muscle TSC1","Lean Mass","2014-10-03","fed",14005,24200
"1465",52,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-06-12","fed",8614,26300
"1466",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-07-02","fed",9366,27800
"1467",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-07-02","fed",9471,2600
"1468",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-07-02","fed",9575,21260
"1469",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-07-17","fed",10198,30500
"1470",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-07-17","fed",10217,3890
"1471",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-07-17","fed",10249,22910
"1472",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-08-01","fed",10753,30900
"1473",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-08-01","fed",10780,4660
"1474",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-08-01","fed",10805,22510
"1475",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-08-13","fed",11903,31310
"1476",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-08-13","fed",11924,5000
"1477",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-08-13","fed",11950,21870
"1478",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-08-27","fed",12323,31600
"1479",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-08-27","fed",12351,5160
"1480",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-08-27","fed",12379,22940
"1481",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-10-03","fed",14006,33000
"1482",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-10-03","fed",14008,5080
"1483",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-10-03","fed",14009,22830
"1484",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-11-06","fed",17736,33000
"1485",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17737,5120
"1486",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-11-06","fed",17738,24680
"1487",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2014-12-03","fed",20359,32700
"1488",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20360,4080
"1489",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2014-12-03","fed",20361,25330
"1490",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Body Weight","2015-01-08","fed",22526,32700
"1491",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22527,4110
"1492",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; +/+",815,268,6160,"Muscle TSC1","Lean Mass","2015-01-08","fed",22528,26860
"1493",52,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-06-12","fed",8615,25000
"1494",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-07-02","fed",9367,28000
"1495",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-07-02","fed",9468,3040
"1496",72,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-07-02","fed",9572,20900
"1497",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-07-17","fed",10199,28710
"1498",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-07-17","fed",10216,3820
"1499",87,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-07-17","fed",10248,21080
"1500",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-08-01","fed",10754,30180
"1501",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-08-01","fed",10777,4240
"1502",102,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-08-01","fed",10802,21920
"1503",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-08-13","fed",11904,30250
"1504",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-08-13","fed",11923,4530
"1505",114,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-08-13","fed",11949,22290
"1506",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-08-27","fed",12324,31200
"1507",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-08-27","fed",12349,4690
"1508",128,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-08-27","fed",12377,22830
"1509",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-10-03","fed",14010,31800
"1510",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-10-03","fed",14012,5130
"1511",165,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-10-03","fed",14013,23440
"1512",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-11-06","fed",17739,32300
"1513",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17740,5360
"1514",199,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-11-06","fed",17741,24050
"1515",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2014-12-03","fed",20362,31600
"1516",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2014-12-03","fed",20363,3780
"1517",226,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2014-12-03","fed",20364,24230
"1518",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Body Weight","2015-01-08","fed",22529,33100
"1519",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Total Fat Mass","2015-01-08","fed",22530,5940
"1520",262,FALSE,"Mixed",145389,"Sacrificed","2015-01-14","M","+/+; Tg/+",816,268,6161,"Muscle TSC1","Lean Mass","2015-01-08","fed",22531,23600
"1521",43,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-06-12","fed",8599,22100
"1522",63,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-07-02","fed",9376,26300
"1523",63,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-07-02","fed",9481,2390
"1524",63,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-07-02","fed",9585,18710
"1525",78,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-07-17","fed",10200,28660
"1526",78,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-07-17","fed",10213,3450
"1527",78,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-07-17","fed",10245,21130
"1528",93,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-08-01","fed",10755,29570
"1529",93,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-08-01","fed",10775,3710
"1530",93,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-08-01","fed",10800,22160
"1531",105,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-08-13","fed",11900,29550
"1532",105,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-08-13","fed",11928,3520
"1533",105,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-08-13","fed",11954,21980
"1534",119,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-08-27","fed",12320,30600
"1535",119,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-08-27","fed",12353,4000
"1536",119,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-08-27","fed",12381,22600
"1537",156,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-10-03","fed",13931,32300
"1538",156,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-10-03","fed",13932,4730
"1539",156,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-10-03","fed",13933,23620
"1540",190,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-11-06","fed",17779,32200
"1541",190,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-11-06","fed",17780,4630
"1542",190,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Lean Mass","2014-11-06","fed",17781,24020
"1543",198,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Body Weight","2014-11-14","fed",18532,30800
"1544",198,FALSE,"Mixed",149040,"Sacrificed","2015-01-14","M","+/+; Tg/+",835,259,6206,"Muscle TSC1","Total Fat Mass","2014-11-14","fed",18533,3200
